Date,Asset,Close_Price,Volume,Market_Cap
2019-02-03,AAPL,3798.0978721506663,912089,1614238812699.8606
2019-02-04,AAPL,3864.2465306445097,414136,1955589896512.3738
2019-02-05,AAPL,3243.1695250600214,114554,1253842467757.3262
2019-02-06,AAPL,1253.2243882348141,942187,155078707673.59857
2019-02-07,AAPL,435.8048503252163,26692,1173920145547.3635
2019-02-08,AAPL,2752.72045472302,756984,1481985296515.3672
2019-02-09,AAPL,1788.6023502714252,484007,1866258896453.3262
2019-02-10,AAPL,532.0510276368764,607741,91871924918.63632
2019-02-11,AAPL,2005.9487949395173,534697,1550309575316.649
2019-02-12,AAPL,185.83465840511266,737425,266030832100.24612
2019-02-13,AAPL,3641.815588211189,540083,1581382168081.392
2019-02-14,AAPL,1072.180927320067,339860,1777531861459.2974
2019-02-15,AAPL,2666.9630231982287,191644,1722624420034.6157
2019-02-16,AAPL,1281.2587505531733,678095,1306093441757.3228
2019-02-17,AAPL,2104.2686836523526,478115,1002030491971.8207
2019-02-18,AAPL,2209.5056034059544,386555,1749298838089.041
2019-02-19,AAPL,780.1750993258318,569324,1038623449246.9807
2019-02-20,AAPL,3879.8592796700063,994176,381032144827.0062
2019-02-21,AAPL,3111.7746522764023,524809,1885723231176.3657
2019-02-22,AAPL,3761.020819178547,54387,747208029093.9498
2019-02-23,AAPL,3584.568034189213,471043,1249073707288.711
2019-02-24,AAPL,2411.7049163037864,891977,399092470180.3863
2019-02-25,AAPL,3691.4032283413117,472301,221968732347.1305
2019-02-26,AAPL,399.545383105082,537309,1102525861987.3455
2019-02-27,AAPL,824.1323065556236,594938,1109634505117.2346
2019-02-28,AAPL,228.64779119662535,593408,740114936662.8938
2019-03-01,AAPL,1335.0548065148942,535028,624165326750.7948
2019-03-02,AAPL,1585.275294273454,756152,748972801582.335
2019-03-03,AAPL,1121.8286755068889,711914,1590496054125.1409
2019-03-04,AAPL,3323.513161150121,752639,716111849058.5411
2019-03-05,AAPL,1459.1756404396776,145391,1842823974636.6838
2019-03-06,AAPL,1159.6913132651541,516951,226811973114.36935
2019-03-07,AAPL,2193.6495284750813,230603,1863221013317.0217
2019-03-08,AAPL,606.6506886503124,349535,1379406463070.5671
2019-03-09,AAPL,3218.6780739784567,399458,689357500049.333
2019-03-10,AAPL,344.47504253509476,571457,14703591329.376417
2019-03-11,AAPL,3948.2033995720435,787220,1605060812400.8572
2019-03-12,AAPL,3100.3668387217967,745903,1938685598480.1902
2019-03-13,AAPL,834.926942059981,588999,1964896282464.9604
2019-03-14,AAPL,71.81236263822947,947911,847387015263.4622
2019-03-15,AAPL,3271.072642396595,578792,141938286678.3708
2019-03-16,AAPL,2842.086508198088,998890,628193817698.7444
2019-03-17,AAPL,2929.5783137619,415528,620170719796.8507
2019-03-18,AAPL,3096.5178694094857,342774,205660102644.84958
2019-03-19,AAPL,342.4763743496569,115481,1049908478535.5826
2019-03-20,AAPL,1465.9396277498768,368763,1209552378490.2725
2019-03-21,AAPL,507.68278512426235,115050,1457909337532.8862
2019-03-22,AAPL,3459.2585322085943,538276,102976475386.67487
2019-03-23,AAPL,2512.0276009688537,341878,551519262241.8549
2019-03-24,AAPL,1357.0471981679643,722594,711051801043.2195
2019-03-25,AAPL,301.05548362979334,722333,1784590477985.8313
2019-03-26,AAPL,1278.3801707768657,219811,1802882631065.6643
2019-03-27,AAPL,1334.4741220056508,803427,520683756374.99414
2019-03-28,AAPL,2931.944404435353,891916,975174783736.7357
2019-03-29,AAPL,2568.352011853092,141948,850087969833.5754
2019-03-30,AAPL,3554.49033317649,281681,1053888446681.8545
2019-03-31,AAPL,1915.2489543896997,996942,572943455110.0835
2019-04-01,AAPL,522.3972714562917,777086,926380373226.8936
2019-04-02,AAPL,2867.3169095308303,842592,291595448085.08246
2019-04-03,AAPL,3055.100942036745,613583,1419391348243.265
2019-04-04,AAPL,2267.04493039951,487242,740111200437.2716
2019-04-05,AAPL,3095.320360820516,127097,1085290969174.2507
2019-04-06,AAPL,2000.4926056393435,743416,1209597833787.9185
2019-04-07,AAPL,2114.7946760588766,399494,1673214866759.3264
2019-04-08,AAPL,1738.787022516271,690087,164436977331.7707
2019-04-09,AAPL,150.405550639176,11031,965997558754.8251
2019-04-10,AAPL,476.17113662355257,63745,1788250088526.527
2019-04-11,AAPL,174.14528346260028,877821,660265221485.1578
2019-04-12,AAPL,2563.8211244919326,873572,889607818048.9542
2019-04-13,AAPL,1291.7061252514904,774804,171063708986.552
2019-04-14,AAPL,2058.854230100576,893323,1501596019770.2449
2019-04-15,AAPL,3634.8875720080673,354599,170958131022.23914
2019-04-16,AAPL,1034.704305138056,480906,1262325133353.3857
2019-04-17,AAPL,1671.0125459907374,599730,749115968263.1399
2019-04-18,AAPL,3034.4269972450425,211906,676980876544.2905
2019-04-19,AAPL,953.7527536919088,895433,1171421883466.5742
2019-04-20,AAPL,354.0706438237323,774969,1135770802181.137
2019-04-21,AAPL,1194.5182390093837,52866,811500503673.1292
2019-04-22,AAPL,686.8240846533174,854315,557410791121.1265
2019-04-23,AAPL,3722.3057267531635,464760,1016829351276.8062
2019-04-24,AAPL,3242.075499279447,56237,534938096218.6326
2019-04-25,AAPL,2551.9448382161727,811985,206180015206.29074
2019-04-26,AAPL,3492.269331241485,224626,1598505742158.5212
2019-04-27,AAPL,3224.5047037515023,923372,1404917512487.0762
2019-04-28,AAPL,786.9517325998415,97441,169617574497.22092
2019-04-29,AAPL,3575.608044035412,136032,326048601889.59467
2019-04-30,AAPL,2180.4018555668204,982457,201233192323.4167
2019-05-01,AAPL,3239.388612898047,522272,1581629740173.7856
2019-05-02,AAPL,3589.5606346977984,928448,1545968855366.572
2019-05-03,AAPL,1306.1137261388624,986545,816661205599.6361
2019-05-04,AAPL,484.7051018843232,710608,1642980176164.989
2019-05-05,AAPL,950.3438920406696,417975,1947943854701.4543
2019-05-06,AAPL,1737.0757650737125,412337,1940963697426.2095
2019-05-07,AAPL,3281.158325393848,177201,1961734085221.0408
2019-05-08,AAPL,3449.8858038625567,377291,1692922975101.6753
2019-05-09,AAPL,77.46091559820329,378940,434758941033.36127
2019-05-10,AAPL,2067.4518451813847,347743,115778635166.91766
2019-05-11,AAPL,1698.773462437677,968693,1623508091359.5498
2019-05-12,AAPL,927.3258513593845,950063,617778952144.572
2019-05-13,AAPL,523.4682009680471,137832,676169781501.438
2019-05-14,AAPL,1383.5799270443304,632695,146918202855.0319
2019-05-15,AAPL,3774.4933304544506,210689,1429707957608.912
2019-05-16,AAPL,1326.6515814819832,379928,862084028761.1017
2019-05-17,AAPL,2099.222955886296,770449,409326742918.42944
2019-05-18,AAPL,2826.9248876359525,913325,1305269466690.0103
2019-05-19,AAPL,1486.3369293982112,296270,1959788239931.5322
2019-05-20,AAPL,3888.5392267477946,31961,997302222394.2744
2019-05-21,AAPL,3851.6668150213395,236329,1213134025704.4453
2019-05-22,AAPL,1044.5400685101886,428060,326551848823.5529
2019-05-23,AAPL,2014.1315982749225,801520,322753611380.86017
2019-05-24,AAPL,1238.4693237762401,139308,917024596408.6611
2019-05-25,AAPL,1175.119952790997,891407,1689675967231.0615
2019-05-26,AAPL,195.70344205040453,580255,1818390892480.461
2019-05-27,AAPL,2457.7791192205927,612972,1283861612689.7583
2019-05-28,AAPL,2035.5821417540028,781343,721678921987.6748
2019-05-29,AAPL,253.34106743745795,628566,1500328553221.9514
2019-05-30,AAPL,1150.6535337346152,758191,584588859488.7899
2019-05-31,AAPL,3637.650249568282,838886,439886615443.64655
2019-06-01,AAPL,996.2694681345411,963564,1591059667244.383
2019-06-02,AAPL,622.3347447603312,698924,1502884701386.8657
2019-06-03,AAPL,1983.338403096374,34843,1764328668152.026
2019-06-04,AAPL,3943.3192937368726,152504,1153391338193.7058
2019-06-05,AAPL,1006.1183224704266,476464,1793532451522.9968
2019-06-06,AAPL,2704.9354122532204,15433,53930249887.43772
2019-06-07,AAPL,3058.3974805484345,684168,508177986149.08575
2019-06-08,AAPL,988.6682987699787,299389,1609104610822.1707
2019-06-09,AAPL,2926.454577016845,83922,847892728379.3542
2019-06-10,AAPL,1502.7433742410503,456438,479538720827.4701
2019-06-11,AAPL,2547.608030844639,222760,1592482010049.981
2019-06-12,AAPL,2552.442357505534,943406,1644713176466.0703
2019-06-13,AAPL,2166.310002095296,492414,913056904111.2509
2019-06-14,AAPL,406.6445917149128,646362,933720495203.7384
2019-06-15,AAPL,3349.44485757749,911839,1562091532165.3823
2019-06-16,AAPL,1317.0812566383565,15702,1542890600245.4214
2019-06-17,AAPL,786.7481160794242,626413,1733261310502.0066
2019-06-18,AAPL,211.06180914131747,196283,1291419684073.3264
2019-06-19,AAPL,2384.027125593555,569473,372597027942.9754
2019-06-20,AAPL,2726.3792292770154,93393,1099875894480.0178
2019-06-21,AAPL,115.5219242650318,177779,765386940075.1715
2019-06-22,AAPL,2072.7675802821595,478516,55051190821.28798
2019-06-23,AAPL,944.658312031855,599510,393809221284.00476
2019-06-24,AAPL,2598.432522117327,125018,411950732981.1572
2019-06-25,AAPL,738.7473945697162,789848,165590625209.9755
2019-06-26,AAPL,2779.2040655047404,911668,907185877223.9872
2019-06-27,AAPL,1577.6046178871227,354409,1016562147516.4456
2019-06-28,AAPL,3750.0834555101014,951175,680683622503.6919
2019-06-29,AAPL,593.2077293766733,905369,825306092076.8625
2019-06-30,AAPL,1397.212086648521,461894,1099434892703.1047
2019-07-01,AAPL,498.22040890032685,479524,241846486989.95218
2019-07-02,AAPL,3702.539792200323,786290,1125000333624.7202
2019-07-03,AAPL,3515.490445854875,518220,1420140054963.65
2019-07-04,AAPL,1068.8694294748648,121003,1749649227950.3997
2019-07-05,AAPL,2656.9369818350074,764898,603845841875.8901
2019-07-06,AAPL,3278.0276907948023,525495,1495071514437.6096
2019-07-07,AAPL,2243.0432058178762,339526,1212435666388.4597
2019-07-08,AAPL,2142.1197845062256,632256,1006095264693.3035
2019-07-09,AAPL,1005.3165490567842,707150,1839191536444.4626
2019-07-10,AAPL,417.75593283330187,284655,1240393450502.0815
2019-07-11,AAPL,3594.0022439156405,943215,732772774575.5885
2019-07-12,AAPL,3606.651325795155,917065,1426152923142.5493
2019-07-13,AAPL,2550.7507562294086,704374,1919794096066.023
2019-07-14,AAPL,1389.1676746423677,890092,1836438577219.5818
2019-07-15,AAPL,1429.3778197200106,944250,1960559351521.3071
2019-07-16,AAPL,2917.5249315374454,255409,191071775787.3214
2019-07-17,AAPL,3593.5855268126797,662384,887443953975.3372
2019-07-18,AAPL,3553.9913758472135,686752,865945892661.0145
2019-07-19,AAPL,3130.508406137614,106909,768239323852.745
2019-07-20,AAPL,2586.025002309437,438747,357803327775.32904
2019-07-21,AAPL,382.3528617304429,810191,1664565833068.0085
2019-07-22,AAPL,688.4334206737244,355404,1346484384619.7559
2019-07-23,AAPL,3599.289044681963,62586,1212374846897.0134
2019-07-24,AAPL,2445.39478565538,964276,894259348422.064
2019-07-25,AAPL,86.32835388568711,239074,777655478691.325
2019-07-26,AAPL,450.8125943208268,405013,1573138028381.401
2019-07-27,AAPL,2670.8319879768205,253007,1054143350482.5267
2019-07-28,AAPL,69.99325619256382,60727,1215696230646.9995
2019-07-29,AAPL,685.1918030991197,615845,200906427627.82025
2019-07-30,AAPL,2217.4984679980153,888517,943495564944.0043
2019-07-31,AAPL,2782.9860308861385,230819,261499717471.14233
2019-08-01,AAPL,2625.246975035272,705629,108613564998.67065
2019-08-02,AAPL,935.8637723692111,829932,1378900740693.2322
2019-08-03,AAPL,2863.107924322767,784264,550352651739.2577
2019-08-04,AAPL,987.1338956123603,110266,1930142147395.4666
2019-08-05,AAPL,1335.3288077291074,230942,1211392175334.245
2019-08-06,AAPL,2998.6410502161953,807418,1290678901052.1
2019-08-07,AAPL,2616.0499512364977,150392,394448966951.7434
2019-08-08,AAPL,3404.432471452003,955455,258636890334.68903
2019-08-09,AAPL,2647.5709245863563,303838,1051291587734.5544
2019-08-10,AAPL,2294.818983175113,698972,1851196641321.784
2019-08-11,AAPL,420.0153329209653,447939,112434483901.50624
2019-08-12,AAPL,1502.4774220847623,957073,1016835253385.0416
2019-08-13,AAPL,1097.5493523428156,375244,398222688918.9117
2019-08-14,AAPL,1013.7590913473801,475773,1564186187332.4482
2019-08-15,AAPL,3893.39169127216,709902,1364215551817.205
2019-08-16,AAPL,1602.7360124337035,415415,195315796374.08865
2019-08-17,AAPL,3573.5838929495976,334180,1233058075375.1282
2019-08-18,AAPL,2542.9975726891885,292810,1967216688081.4934
2019-08-19,AAPL,3189.504648989511,137474,1056750112974.4653
2019-08-20,AAPL,2035.4165177655088,220979,571612308334.1901
2019-08-21,AAPL,2328.7703442741185,562837,305118369109.4073
2019-08-22,AAPL,1995.4448905845125,671875,1979294856375.151
2019-08-23,AAPL,821.2098018022758,739483,1128067882144.8743
2019-08-24,AAPL,2903.6858552829462,915342,750022102317.9196
2019-08-25,AAPL,1159.0508316413805,634721,429416085048.6518
2019-08-26,AAPL,146.04806740424266,204665,1900448233298.9958
2019-08-27,AAPL,2599.615568833313,196670,1254430388352.7043
2019-08-28,AAPL,749.5871836578433,255357,116276635782.18782
2019-08-29,AAPL,3764.8114081940116,275243,119833749622.99051
2019-08-30,AAPL,3818.01787916022,639447,1878932399495.184
2019-08-31,AAPL,3663.7143413707718,899314,1420483766476.4573
2019-09-01,AAPL,1512.1268660090054,547385,207757102026.35986
2019-09-02,AAPL,111.05363528902635,596007,1247893727331.2063
2019-09-03,AAPL,3716.858322221515,447582,839443537798.5703
2019-09-04,AAPL,1741.3273858533917,414679,1577616855434.9963
2019-09-05,AAPL,3868.286535222495,50094,548151803959.09326
2019-09-06,AAPL,3856.2989095025487,884028,766310855015.9208
2019-09-07,AAPL,3419.3873490960723,17696,335615269531.40027
2019-09-08,AAPL,1213.0731236748634,795786,505727762374.5104
2019-09-09,AAPL,1571.1360279776047,412128,379116556238.77704
2019-09-10,AAPL,3411.9898524915848,701708,49575824269.565025
2019-09-11,AAPL,1301.8419203672968,226969,93286144492.51984
2019-09-12,AAPL,719.4963494100654,285024,1671412999549.2761
2019-09-13,AAPL,2249.364986710483,633349,1607804137230.6792
2019-09-14,AAPL,3747.8113579350847,344440,282303999255.5503
2019-09-15,AAPL,2799.3176968661433,71304,1336122610449.3467
2019-09-16,AAPL,2301.7416218529916,549239,1491542945089.843
2019-09-17,AAPL,433.84715039453573,689526,103497805228.25824
2019-09-18,AAPL,2479.2785454617206,900980,177998471695.36295
2019-09-19,AAPL,3960.71270791184,187854,1126472373458.0342
2019-09-20,AAPL,603.3318601842699,455146,748926837027.062
2019-09-21,AAPL,2097.40212683676,673791,1399083076806.926
2019-09-22,AAPL,3515.623634115424,805758,1115818973868.2314
2019-09-23,AAPL,2976.0360401291077,684066,63012193804.24526
2019-09-24,AAPL,2803.2121769313085,296151,1367673411058.0354
2019-09-25,AAPL,2824.812131749082,748830,408632075038.63934
2019-09-26,AAPL,1469.990047318033,40232,625887090861.9664
2019-09-27,AAPL,1209.6877848447489,34439,1473042263614.5664
2019-09-28,AAPL,3246.9765641401286,491976,1542735547931.757
2019-09-29,AAPL,3249.947908982764,839203,692283364954.5135
2019-09-30,AAPL,3474.9356583914096,418519,179365155508.06613
2019-10-01,AAPL,3657.300182598062,36229,1539576004183.0347
2019-10-02,AAPL,2069.8024755007045,749865,1740550163130.9233
2019-10-03,AAPL,2030.9893640144385,451961,1928659976833.045
2019-10-04,AAPL,3203.2659569187617,314402,636335995383.4724
2019-10-05,AAPL,2617.3575265721724,283676,248580318374.42117
2019-10-06,AAPL,2822.7691651679283,755751,1875383607264.0293
2019-10-07,AAPL,3193.381044272599,335456,800131615681.1952
2019-10-08,AAPL,3565.521100179387,665694,187974391867.9919
2019-10-09,AAPL,1385.0808695635665,906501,998063133832.695
2019-10-10,AAPL,1533.5526629277788,125945,381858533524.0524
2019-10-11,AAPL,421.22866237143256,694252,711202089091.3712
2019-10-12,AAPL,2334.206556934887,29484,641380205631.1449
2019-10-13,AAPL,191.97198149713125,516463,1974586448028.0242
2019-10-14,AAPL,1889.1121716232176,554119,1279386983773.2424
2019-10-15,AAPL,2193.4463070949278,766815,984113558264.4265
2019-10-16,AAPL,1181.8379459067235,509045,1027991051009.4535
2019-10-17,AAPL,2383.7913792475924,771444,1208573286774.4177
2019-10-18,AAPL,170.47598725924524,519723,1745636281376.4568
2019-10-19,AAPL,197.52534555939695,155737,292818592674.2182
2019-10-20,AAPL,3299.27221460565,292349,1199666451653.8008
2019-10-21,AAPL,1472.7530335744884,772603,645043625590.0933
2019-10-22,AAPL,551.889024974945,860022,1143233015441.581
2019-10-23,AAPL,2112.860877216477,699828,1035944159691.0857
2019-10-24,AAPL,3091.474534739513,129609,60838426255.84921
2019-10-25,AAPL,902.4930586125305,787024,1165346788956.242
2019-10-26,AAPL,2510.417379485051,980229,1418718512746.0435
2019-10-27,AAPL,387.12248672538357,460780,492753336673.73236
2019-10-28,AAPL,254.1427986160004,928872,214630450850.32874
2019-10-29,AAPL,2148.8507946941845,284579,424077267993.48615
2019-10-30,AAPL,2185.5087303599207,738950,1273189310293.2214
2019-10-31,AAPL,2567.848110917916,639714,938116750767.6483
2019-11-01,AAPL,2918.060768204513,431578,1730744152237.128
2019-11-02,AAPL,3904.615713877012,212219,570691848819.2715
2019-11-03,AAPL,2089.3863757897216,407610,730830740857.1182
2019-11-04,AAPL,1325.6780681179216,625447,1056572194399.1964
2019-11-05,AAPL,3190.9854693363795,391261,920573680509.3337
2019-11-06,AAPL,1119.787392485193,639911,1095974818475.5903
2019-11-07,AAPL,1783.9371117872627,621572,624864593140.6334
2019-11-08,AAPL,359.90270630195056,381261,334175481613.75287
2019-11-09,AAPL,150.13543649105716,966257,1606827982435.708
2019-11-10,AAPL,3852.461237977804,841860,79551215906.84622
2019-11-11,AAPL,3352.121476023213,699398,740041049605.9177
2019-11-12,AAPL,2799.098114070107,974642,175716360020.68234
2019-11-13,AAPL,1665.364130436366,486334,1472920524183.7935
2019-11-14,AAPL,734.5125642798408,735493,731660776058.5964
2019-11-15,AAPL,667.9263185507899,10880,61069356144.470345
2019-11-16,AAPL,1038.4594477501514,415031,152674844186.855
2019-11-17,AAPL,2219.445325589176,875808,397998632952.04346
2019-11-18,AAPL,2872.6538946652463,210494,1574044148740.3662
2019-11-19,AAPL,2657.7796380350387,968802,1598577621759.6218
2019-11-20,AAPL,1155.7388929364743,471718,1993228498012.7788
2019-11-21,AAPL,3821.717858619617,419656,482605644349.9853
2019-11-22,AAPL,2964.6928209482858,662874,121813668994.18756
2019-11-23,AAPL,2239.698507420033,300812,566978524559.8752
2019-11-24,AAPL,2466.2969476256912,832801,358461174971.4874
2019-11-25,AAPL,1707.4202465897702,574467,1421065609831.8806
2019-11-26,AAPL,1028.537408529572,786562,1938511535159.1626
2019-11-27,AAPL,1456.0920806724832,835501,546777028589.8536
2019-11-28,AAPL,3043.492136334258,727245,657937532479.5565
2019-11-29,AAPL,106.85428008753567,786956,702881227528.8724
2019-11-30,AAPL,508.4869300023191,853997,1714050562443.2678
2019-12-01,AAPL,231.71043598592337,990656,1156459662631.0906
2019-12-02,AAPL,210.87876915993203,297908,1947978815811.3071
2019-12-03,AAPL,3429.0693068434784,444709,1254697186782.66
2019-12-04,AAPL,2829.4485445510936,420040,1412058525612.5305
2019-12-05,AAPL,1922.9866248949345,720904,179245241232.7533
2019-12-06,AAPL,436.44493457145586,748608,1903409032132.2356
2019-12-07,AAPL,1991.8827067114878,311605,1256484924999.521
2019-12-08,AAPL,1920.2134945832345,412687,1040841139479.1327
2019-12-09,AAPL,734.14738614456,419472,775420164354.9874
2019-12-10,AAPL,1763.7140144899936,558430,155022974832.53085
2019-12-11,AAPL,1624.093700869625,45329,267560663335.56876
2019-12-12,AAPL,2482.607887306255,659405,24378698655.35445
2019-12-13,AAPL,2558.619920927193,671088,1997386276849.0347
2019-12-14,AAPL,228.95083859957583,555001,1572792955226.0605
2019-12-15,AAPL,1529.7198277745613,80374,1595106436212.3782
2019-12-16,AAPL,2522.146667071234,547947,1460450386038.7551
2019-12-17,AAPL,2037.3882213913464,236325,968727978137.061
2019-12-18,AAPL,3433.134872693873,400568,177306187039.0648
2019-12-19,AAPL,2651.839844894833,520135,145465813756.87848
2019-12-20,AAPL,693.5909869716472,351710,1832832099734.1904
2019-12-21,AAPL,328.7465522316979,623870,1628589455.7393656
2019-12-22,AAPL,2587.556148914947,985445,1398506614982.849
2019-12-23,AAPL,154.71967663940615,567035,1257528252643.6868
2019-12-24,AAPL,2363.81354603018,204758,1002949464941.4814
2019-12-25,AAPL,3763.9094536285825,817055,1949926223487.3542
2019-12-26,AAPL,2323.123002609722,18716,397058581569.02466
2019-12-27,AAPL,1583.2712085157616,729961,1570787615297.8076
2019-12-28,AAPL,2590.988462847295,931068,1350003544240.494
2019-12-29,AAPL,1860.0989174414906,544819,1948889162665.0732
2019-12-30,AAPL,2205.186317797943,781585,1868209580558.533
2019-12-31,AAPL,3768.7859946672743,566048,258013989073.44846
2020-01-01,AAPL,1575.1054193130583,4449,616125211763.0289
2020-01-02,AAPL,3846.7027271044612,886168,1701749441788.6865
2020-01-03,AAPL,3626.135035726452,779074,458092349661.7813
2020-01-04,AAPL,823.374982417721,296921,757700555851.7625
2020-01-05,AAPL,323.97713845690356,8279,1252301769450.1199
2020-01-06,AAPL,448.07310544083526,963313,1126264941653.569
2020-01-07,AAPL,121.97621132362143,6191,1281572513052.9763
2020-01-08,AAPL,423.04969498591714,861476,1427262840710.3125
2020-01-09,AAPL,2747.8767549946097,770044,1457811210836.1516
2020-01-10,AAPL,331.1951614179045,268451,1475377636046.9316
2020-01-11,AAPL,1309.953739660357,660576,1983361883331.852
2020-01-12,AAPL,3387.2574783293453,461117,713817955989.9797
2020-01-13,AAPL,141.92414615651217,892532,89328537070.32458
2020-01-14,AAPL,3267.1505062262963,455959,698375166743.765
2020-01-15,AAPL,1163.3263603549296,927631,1823240282000.7305
2020-01-16,AAPL,516.7510691055422,610726,167694382396.33038
2020-01-17,AAPL,2802.1118031883952,111283,1294237492164.166
2020-01-18,AAPL,2534.324244780542,954040,846899703776.4554
2020-01-19,AAPL,3516.0144534318592,787927,1843224095697.745
2020-01-20,AAPL,2953.5306230253486,70128,1857217942224.2322
2020-01-21,AAPL,3223.7496750201517,855200,1570703919743.036
2020-01-22,AAPL,1164.0365616566605,979866,197942062699.69073
2020-01-23,AAPL,750.8861979299052,41816,50405199972.35006
2020-01-24,AAPL,3014.9282689813904,937823,274043525740.42197
2020-01-25,AAPL,3236.997220105693,720655,644326169804.0834
2020-01-26,AAPL,3962.4953109026596,343347,483622286535.7534
2020-01-27,AAPL,1679.8398238001346,538288,740148581154.3318
2020-01-28,AAPL,1519.4714388814934,138791,287010975079.3817
2020-01-29,AAPL,3116.8311949308877,70981,1505253795078.8481
2020-01-30,AAPL,1396.1739839994204,835373,1690747753403.7104
2020-01-31,AAPL,3726.4914361340807,625959,976417154105.9279
2020-02-01,AAPL,3440.7303697798966,470528,1913096969685.2178
2020-02-02,AAPL,1744.5264081313226,564611,241568555420.37756
2020-02-03,AAPL,3015.9407177764147,739185,212521972360.77325
2020-02-04,AAPL,3030.4443526344953,713680,401597903170.761
2020-02-05,AAPL,457.3392819019338,667779,1963843200810.9539
2020-02-06,AAPL,3615.0839813842886,205508,833579125853.0459
2020-02-07,AAPL,2045.7468711690358,551691,1848287505273.1948
2020-02-08,AAPL,3314.5069911255796,553586,404817498653.9836
2020-02-09,AAPL,1314.1959240709164,224764,1692360177021.8826
2020-02-10,AAPL,3587.316752559992,824797,620726721117.8026
2020-02-11,AAPL,1587.3466309999444,877005,1469064408994.0159
2020-02-12,AAPL,92.80872334717853,440449,1948949171428.8518
2020-02-13,AAPL,3626.2588068560913,989049,1866116263318.223
2020-02-14,AAPL,410.5823733052276,73771,1662824927831.2632
2020-02-15,AAPL,1311.2888684821387,974864,101362032910.43147
2020-02-16,AAPL,3802.7447698506794,849398,1215931993792.375
2020-02-17,AAPL,3804.8982304033466,39056,1671060930033.5403
2020-02-18,AAPL,2315.07965808698,320109,799253853024.8055
2020-02-19,AAPL,2545.756988070707,375762,1462644709257.6836
2020-02-20,AAPL,1821.3598118143632,498656,277088245089.84784
2020-02-21,AAPL,1208.182548207355,589525,354353446043.57684
2020-02-22,AAPL,1348.224954211168,143267,1287775285326.9883
2020-02-23,AAPL,2706.4479015043016,779351,874784929455.4053
2020-02-24,AAPL,3021.879391278836,957878,437284259693.0363
2020-02-25,AAPL,3176.7372227171018,850971,566465104591.9788
2020-02-26,AAPL,3168.9916640384877,682608,1238218366026.4956
2020-02-27,AAPL,410.26410704232694,183526,1451016201440.93
2020-02-28,AAPL,2002.9602035751968,944730,416020717049.26337
2020-02-29,AAPL,277.3571020657449,778373,1910432766600.679
2020-03-01,AAPL,2220.6390851787555,611603,17349235278.374367
2020-03-02,AAPL,1794.0454804248393,77202,1400424484440.5652
2020-03-03,AAPL,3556.4315218952843,873347,582710292752.2404
2020-03-04,AAPL,1436.1142995807108,556997,957550664575.8497
2020-03-05,AAPL,512.4147148890431,115439,1140124246847.3804
2020-03-06,AAPL,614.8171441087017,437066,1123482147343.2944
2020-03-07,AAPL,3057.9669952840154,490570,1552779103866.6765
2020-03-08,AAPL,2491.9613500992314,910432,1647837806418.5417
2020-03-09,AAPL,449.43457068502147,827969,147625370083.07706
2020-03-10,AAPL,382.2218841542399,913413,1406314819177.713
2020-03-11,AAPL,2818.828069263524,719818,798715930415.7844
2020-03-12,AAPL,337.41387513856444,31949,1637359953118.023
2020-03-13,AAPL,3296.3472341969073,376434,1218171851985.1465
